WELL_ID,GOA_WELL_ID,WELL_GIC_ID,WELL_GIC_ID_TEXT,LATTITUDE,LONGITUDE,LSD,SECTION,QTR,TOWNSHIP,RANGE,MERIDIAN,YEAR_WELL_DRILLED,YEAR_WELL_DRILLED_TEXT,WELL_LOCATION,LEGAL_LAND_LOCATION,ELEVATION,ELEVATION_UNITS,CREATE_TIMESTAMP,CREATE_USERID
1,,,,51.016138,-113.270526,,3,NE,24,24,4,,,approx. 1/2 mile south of barn on south fence line,NE-03-024-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
2,,,,51.039117,-113.242148,,14,SE,24,24,4,,,in quonset on north side of big door,SE-14-024-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
3,,,,51.38762,-113.123935,,14,SE,28,23,4,,,approx. 175 feet northwest of house,SE-14-028-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
4,,,,51.165574,-112.870591,,28,NE,25,21,4,,,,NE-28-025-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
5,,,,51.400417,-112.950217,,18,NW,28,21,4,,,approx. 250 feet south of house,NW-18-028-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
6,,291527,,51.034039,-113.309358,,8,NE,24,24,4,1998,,in northeast corner of garage,NE-08-024-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
7,,291528,,51.032981,-113.309191,,8,NE,24,24,4,1998,,in pumphouse approx. 30 feet north of house,NE-08-024-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
9,,136149,,52.041116,-113.457584,1,35,SE,35,25,4,,,,1-35-035-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
10,,136150,,52.044729,-113.463069,1,35,SE,35,25,4,,,,1-35-035-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
11,,233098,,53.076538,-112.607832,4,29,SW,47,18,4,,,,4-29-047-18-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
13,,233489,,52.984901,-110.844424,14,20,NW,46,6,4,,,,14-20-046-06-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
14,,143247,,52.88495,-112.47361,16,13,NE,45,18,4,,,,16-13-045-18-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
15,,138518,,53.105854,-112.637849,1,1,SE,48,19,4,,,,1-01-048-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
16,,235382,,51.681786,-113.093577,5,29,SW,31,22,4,,,,5-29-031-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
17,,235756,,52.532262,-110.814717,13,16,NW,41,6,4,,,,13-16-041-06-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
18,,,,53.0099,-113.575849,6,33,SW,46,25,4,,,,6-33-046-25-W4,,metres,2011-10-20 10:38:47,CONVERSION
19,,237016,,53.072312,-113.49477,10,19,NE,47,24,4,,,,10-19-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
20,,237017,,53.072312,-113.49477,10,19,NE,47,24,4,,,,10-19-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
21,,237088,,53.072371,-113.458182,12,21,NW,47,24,4,,,,12-21-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
22,,237096,,53.072371,-113.458182,12,21,NW,47,24,4,,,,12-21-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
23,,237425,,53.092338,-113.516104,1,36,SE,47,25,4,,,,1-36-047-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
24,,237646,,53.08694,-113.470398,9,29,NE,47,24,4,,,,9-29-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
25,,237849,,53.08348,-113.490215,9,30,NE,47,24,4,,,,9-30-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
26,,237940,,52.507229,-113.337189,4,12,SW,41,24,4,,,,4-12-041-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
27,,238716,,52.538324,-113.100648,1,21,SE,41,22,4,,,,1-21-041-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
28,,238835,,51.477964,-111.311828,6,14,SW,29,10,4,,,,6-14-029-10-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
29,,238841,,53.085396,-113.469334,9,29,NE,47,24,4,,,,9-29-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
30,,240453,,51.887328,-112.740822,5,2,SW,34,20,4,,,,5-02-034-20-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
31,,241806,,52.079974,-113.314448,12,12,NW,36,24,4,,,,12-12-036-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
32,,132562,,52.783646,-113.184651,15,7,NE,44,22,4,,,,15-07-044-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
33,,132568,,52.78431,-113.165719,14,8,NW,44,22,4,,,,14-08-044-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
35,,,,52.773611,-113.147224,4,9,SW,44,22,4,,,,4-09-044-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
36,,132577,,52.783888,-113.1275,16,9,NE,44,22,4,,,,16-09-044-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
37,,132579,,52.773096,-113.108966,2,10,SE,44,22,4,,,,2-10-044-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
38,,130446,,52.539599,-112.278271,5,20,SW,41,16,4,,,,5-20-041-16-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
39,,130634,,52.58317,-111.426397,2,6,SE,42,10,4,,,,2-06-042-10-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
40,,130758,,50.702583,-113.533527,13,15,NW,20,26,4,,,,13-15-020-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
41,,130759,,50.702242,-113.53392,13,15,NW,20,26,4,,,,13-15-020-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
42,,130760,,50.702333,-113.533611,13,15,NW,20,26,4,,,,13-15-020-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
43,,130879,,50.708611,-113.630444,8,23,SE,20,27,4,,,,8-23-020-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
44,,130881,,50.706586,-113.624637,4,24,SW,20,27,4,,,,4-24-020-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
45,,127184,,50.514303,-113.241421,2,16,SE,18,24,4,,,,2-16-018-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
46,,242012,,51.590162,-113.049863,13,21,NW,30,22,4,,,,13-21-030-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
47,,242777,,52.467043,-113.139544,6,29,SW,40,22,4,,,,6-29-040-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
48,,242921,,52.500499,-113.223166,9,3,NE,41,23,4,,,,9-03-041-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
49,,246003,,52.977676,-110.844401,5,20,SW,46,6,4,,,,5-20-046-06-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
50,,246479,,52.9777,-110.832293,7,20,SE,46,6,4,,,,7-20-046-06-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
51,,246482,,52.977676,-110.844401,5,20,SW,46,6,4,,,,5-20-046-06-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
52,,251618,,53.164341,-111.953541,4,26,SW,48,14,4,,,,4-26-048-14-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
53,,251620,,53.166392,-111.955606,8,27,SE,48,14,4,,,,8-27-048-14-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
54,,253750,,51.650566,-113.986433,3,13,SW,31,29,4,,,,3-13-031-29-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
55,,253899,,51.76002,-113.893784,11,22,NW,32,28,4,,,,11-22-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
56,,253900,,51.759934,-113.890616,10,22,NE,32,28,4,,,,10-22-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
57,,253901,,51.761318,-113.893666,11,22,NW,32,28,4,,,,11-22-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
58,,253907,,51.764566,-113.86785,14,23,NW,32,28,4,,,,14-23-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
59,,253920,,51.76726,-113.87735,4,26,SW,32,28,4,,,,4-26-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
60,,253921,,51.767616,-113.877099,4,26,SW,32,28,4,,,,4-26-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
61,,253940,,51.774723,-113.902005,12,27,NW,32,28,4,,,,12-27-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
62,,253949,,51.77796,-113.919589,13,28,NW,32,28,4,,,,13-28-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
63,,253998,,51.785283,-113.905399,8,33,SE,32,28,4,,,,8-33-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
64,,254004,,51.789816,-113.909966,10,33,NE,32,28,4,,,,10-33-032-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
65,,254453,,51.8532,-113.333283,4,27,SW,33,24,4,,,,4-27-033-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
66,,105428,,52.635917,-112.334555,16,23,NE,42,17,4,,,,16-23-042-17-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
67,,107548,,53.711909,-111.12816,13,33,NW,54,8,4,,,,13-33-054-08-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
68,,255500,,52.070166,-113.436833,16,1,NE,36,25,4,,,,16-01-036-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
69,,255594,,50.313522,-113.684603,4,5,SW,16,27,4,,,,4-05-016-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
71,,256347,,52.40383,-113.224186,16,34,NE,39,23,4,,,,16-34-039-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
72,,256378,,50.394444,-113.762944,16,34,NE,16,28,4,,,,16-34-016-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
73,,256518,,51.570001,-113.401386,12,13,NW,30,25,4,,,,12-13-030-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
74,,256735,,52.053816,-113.58545,15,36,NE,35,26,4,,,,15-36-035-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
75,,113852,,51.557483,-113.765333,10,8,NE,30,27,4,,,,10-08-030-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
76,,113916,,51.582706,-113.710565,8,22,SE,30,27,4,,,,8-22-030-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
77,,114303,,51.706799,-113.945299,13,32,NW,31,28,4,,,,13-32-031-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
78,,257504,,52.191397,-112.691213,5,20,SW,37,19,4,,,,5-20-037-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
79,,,,52.19103,-112.69128,5,20,SW,37,19,4,,,,5-20-037-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
80,,257583,,52.227631,-112.675032,16,32,NE,37,19,4,,,,16-32-037-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
81,,103967,,52.054292,-113.102275,16,32,NE,35,22,4,,,,16-32-035-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
82,,103971,,52.047892,-113.099491,5,33,SW,35,22,4,,,,5-33-035-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
83,,104090,,52.047766,-113.24185,5,33,SW,35,23,4,,,,5-33-035-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
84,,104414,,52.112843,-113.003373,13,19,NW,36,21,4,,,,13-19-036-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
85,,104425,,52.100894,-112.890634,1,23,SE,36,21,4,,,,1-23-036-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
86,,104439,,52.115491,-112.999456,4,30,SW,36,21,4,,,,4-30-036-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
87,,104440,,52.121483,-113.0037,12,30,NW,36,21,4,,,,12-30-036-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
88,,104443,,52.133433,-112.902883,6,35,SW,36,21,4,,,,6-35-036-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
89,,104477,,52.056976,-113.066307,3,3,SW,36,22,4,,,,3-03-036-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
90,,104504,,52.074559,-113.054957,8,10,SE,36,22,4,,,,8-10-036-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
91,,257672,,52.212049,-112.784934,14,27,NW,37,20,4,,,,14-27-037-20-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
92,,257905,,51.602702,-113.335133,16,29,NE,30,24,4,,,,16-29-030-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
94,,258708,,52.526843,-113.126731,8,17,SE,41,22,4,,,,8-17-041-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
95,,,,51.70347,-113.565942,,36,NW,31,26,4,1940,,Corrals,NW-36-031-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
96,,,,51.783496,-113.428415,,36,SW,32,25,4,1994,,Yard,SW-36-032-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
97,,,,51.782695,-113.429329,,36,SW,32,25,4,1966,,House,SW-36-032-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
98,,,,51.783475,-113.431604,,35,SE,32,25,4,,,Pump house,SE-35-032-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
99,,,,51.782389,-113.431515,,35,SE,32,25,4,1991,,House,SE-35-032-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
100,,274165,,52.462625,-113.576767,13,20,NW,40,25,4,1987,,2m northeast of house on front lawn,13-20-040-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
101,,,,52.456128,-113.580244,,19,NE,40,25,4,,,25m northwest of house,NE-19-040-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
102,,,,52.25964,-113.574843,,18,SW,38,25,4,,,30 m east of house,SW-18-038-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
103,,,,52.635562,-113.12555,,20,NE,42,22,4,,,in horse corrals,NE-20-042-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
104,,,,52.653034,-113.142439,,32,SW,42,22,4,,,in pit in pumphouse behind home,SW-32-042-22-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
105,,274305,,52.45496,-113.504515,5,23,SW,40,25,4,,,,5-23-040-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
106,,,,52.452127,-113.51344,8,22,SE,40,25,4,,,,8-22-040-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
107,,,,52.172751,-113.652225,,16,SE,37,26,4,1996,,behind house on lawn,SE-16-037-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
108,,,,52.267762,-113.600511,,13,NW,38,26,4,,,in front yard,NW-13-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
109,,,,52.268197,-113.596726,,13,NW,38,26,4,2006,,,NW-13-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
110,,,,52.145784,-113.552302,4,5,SW,37,25,4,2006,,in pasture on west edge of quarter,4-05-037-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
111,,1670078,,52.267126,-113.594714,,13,NW,38,26,4,,,north of house,NW-13-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
112,,,,52.267386,-113.596766,,13,NW,38,26,4,1998,,East of house,NW-13-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
113,,,,52.229607,-113.556026,15,31,NE,37,25,4,1949,,well pit 30m northeast of house,15-31-037-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
114,,,,52.357366,-113.626566,12,13,NW,39,26,4,,,well in concrete slab beside east side of house,12-13-039-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
115,,,,52.331847,-113.679675,,4,NE,39,26,4,,,spring water captured in wooden box,NE-04-039-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
116,,,,52.198111,-113.740756,12,24,NW,37,27,4,,,,12-24-037-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
117,,287387,,52.206789,-113.695532,,30,SE,37,26,4,1997,,in pumphouse east of south shed,SE-30-037-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
118,,,,52.26776,-113.598562,,13,NW,38,26,4,,,100 m north of house in woods,NW-13-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
119,,298171,,52.268249,-113.597227,,13,NW,38,26,4,1999,,in trees in front yard,NW-13-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
120,,169546,,52.190112,-113.671786,8,20,SE,37,26,4,,30/6/1992,Alberta Eagle Drilling ltd.,8-20-037-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
121,,,,52.11185,-113.697105,16,19,NE,36,26,4,,,10 m SW of house,16-19-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
122,,281899,,52.100263,-113.687713,4,20,SW,36,26,4,,,,4-20-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
123,,,,52.018882,-113.765786,5,23,SW,35,27,4,,,,5-23-035-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
124,,,,52.019236,-113.765647,5,23,SW,35,27,4,1980,,,5-23-035-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
125,,116189,,52.13928,-113.712849,,31,NW,36,26,4,,,20 m SE of house,NW-31-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
126,,,,52.226158,-113.66913,12,33,NW,37,26,4,,,In pit next to small white house,12-33-037-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
127,,,,52.037799,-113.813488,,28,NW,35,27,4,,,100 m west of house in pit,NW-28-035-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
128,,104980,,52.225472,-113.71532,12,31,NW,37,26,4,,,25 m east of residence in black pump house,12-31-037-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
129,,,,52.268885,-113.600985,9,14,NE,38,26,4,,,Well is buried under a wood pile,9-14-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
130,,,,52.110701,-113.696261,16,19,NE,36,26,4,,,5 m west of house,16-19-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
131,,,,52.112816,-113.644738,13,22,NW,36,26,4,,,fenced off in field,13-22-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
132,,,,52.268459,-113.599494,,13,NW,38,26,4,1999,,in yard west of house,NW-13-038-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
133,,1470210,,52.146607,-113.700954,,6,SE,37,26,4,,,20 m west of house,SE-06-037-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
134,,,,51.96907,-113.686463,3,5,SW,35,26,4,,,,3-05-035-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
135,,,,52.072471,-113.71996,1,12,SE,36,27,4,,,in pit 5 m north of house,1-12-036-27-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
136,,,,52.131879,-113.694191,,32,SW,36,26,4,1948,,In basement of house,SW-32-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
137,,115468,,51.763966,-113.983866,15,24,NE,32,29,4,,,,15-24-032-29-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
138,,115479,,51.785316,-113.999083,8,35,SE,32,29,4,,,,8-35-032-29-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
139,,115989,,52.082924,-113.24108,13,9,NW,36,23,4,,,,13-09-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
140,,116007,,52.085533,-113.234866,3,16,SW,36,23,4,,,,3-16-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
141,,116008,,52.088472,-113.235583,6,16,SW,36,23,4,,,,6-16-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
142,,116017,,52.085833,-113.276999,2,18,SE,36,23,4,,,,2-18-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
143,,116019,,52.09699,-113.290016,13,18,NW,36,23,4,,,,13-18-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
144,,116052,,52.116125,-113.209313,3,27,SW,36,23,4,,,,3-27-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
145,,116053,,52.116242,-113.209347,3,27,SW,36,23,4,,,,3-27-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
146,,116064,,52.123349,-113.240949,12,28,NW,36,23,4,,,,12-28-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
148,,116072,,52.114274,-113.282815,3,30,SW,36,23,4,,,,3-30-036-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
149,,116094,,52.05628,-113.627123,1,3,SE,36,26,4,,,,1-03-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
150,,116738,,52.144666,-113.364666,1,4,SE,37,24,4,,,,1-04-037-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
151,,416649,,51.849557,-114.31471,9,23,NE,33,3,5,,,,9-23-033-03-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
152,,416651,,51.8423,-114.291111,7,24,SE,33,3,5,,,,7-24-033-03-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
153,,416652,,51.84954,-114.291104,9,24,NE,33,3,5,,,,9-24-033-03-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
154,,416658,,51.856883,-114.314706,8,26,SE,33,3,5,,,,8-26-033-03-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
155,,420682,,55.3602,-118.126916,4,32,SW,73,1,6,,,,4-32-073-01-W6,,metres,2011-10-20 10:38:47.710000000,CONVERSION
157,,,,53.59896,-116.136674,13,22,NW,53,15,5,,,,13-22-053-15-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
159,,383693,,54.315638,-114.920332,5,36,SW,61,7,5,,,,5-36-061-07-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
160,,478220,,52.388471,-114.847484,9,30,NE,39,6,5,,,,9-30-039-06-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
161,,478202,,52.381163,-114.83551,6,29,SW,39,6,5,,,,6-29-039-06-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
162,,285467,,52.600427,-113.338703,5,12,SW,42,24,4,,,,5-12-042-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
163,,285462,,52.581918,-112.996671,3,5,SW,42,21,4,,,,3-05-042-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
165,,,,52.451582,-112.832852,4,21,SW,40,20,4,,,,4-21-040-20-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
166,,,,53.090374,-113.466998,16,29,NE,47,24,4,,,,16-29-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
167,,286511,,52.056423,-113.610759,2,2,SE,36,26,4,,,,2-02-036-26-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
168,,286786,,53.079589,-113.494772,1,30,SE,47,24,4,,,,1-30-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
169,,287327,,52.273124,-113.497478,14,15,NW,38,25,4,,,,14-15-038-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
170,,288511,,51.577305,-113.379083,4,19,SW,30,24,4,,,,4-19-030-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
172,,288541,,51.788477,-113.999579,9,35,NE,32,29,4,,,,9-35-032-29-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
173,,288705,,52.63325,-112.644166,9,22,NE,42,19,4,,,,9-22-042-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
174,,288709,,52.580211,-112.989807,2,5,SE,42,21,4,,,,2-05-042-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
175,,290074,,51.500583,-113.369555,14,19,NW,29,24,4,,,,14-19-029-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
176,,290075,,51.601418,-113.337231,9,29,NE,30,24,4,,,,9-29-030-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
177,,290287,,52.673846,-112.953258,5,2,SW,43,21,4,,,,5-02-043-21-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
178,,290377,,53.072327,-113.482568,12,20,NW,47,24,4,,,,12-20-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
179,,471389,,53.675766,-115.025116,3,19,SW,54,7,5,,,,3-19-054-07-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
180,,471390,,53.675866,-115.025399,3,19,SW,54,7,5,,,,3-19-054-07-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
181,,481030,,52.280225,-115.119146,5,20,SW,38,8,5,,,,5-20-038-08-W5,,metres,2011-10-20 10:38:47.710000000,CONVERSION
182,,131948,,50.405633,-113.75475,12,2,NW,17,28,4,,,,12-02-017-28-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
183,,291611,,51.55635,-113.471566,13,9,NW,30,25,4,,,,13-09-030-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
184,,291775,,52.286809,-113.551138,13,20,NW,38,25,4,,,,13-20-038-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
185,,291971,,53.06877,-113.46717,8,20,SE,47,24,4,,,,8-20-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
186,,292509,,52.23168,-112.684666,3,5,SW,38,19,4,,,,3-05-038-19-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
187,,292650,,52.064283,-113.466316,10,2,NE,36,25,4,,,,10-02-036-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
188,,292996,,52.401596,-113.226778,15,34,NE,39,23,4,,,,15-34-039-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
189,,,,52.604955,-111.426388,16,7,NE,42,10,4,,,,16-07-042-10-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
190,,294921,,51.945444,-112.804916,6,29,SW,34,20,4,,,,6-29-034-20-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
191,,294915,,51.804333,-113.26385,12,6,NW,33,23,4,,,,12-06-033-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
192,,295265,,51.665699,-113.167149,4,23,SW,31,23,4,,,,4-23-031-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
193,,295274,,51.796388,-113.527625,1,6,SE,33,25,4,,,,1-06-033-25-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
195,,293638,,53.05795,-113.491336,16,18,NE,47,24,4,,,,16-18-047-24-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
196,,294380,,52.434566,-113.246033,1,16,SE,40,23,4,,,,1-16-040-23-W4,,metres,2011-10-20 10:38:47.710000000,CONVERSION
